id	filename	md5	size	state
be448d0d-e721-4cdb-b144-5caf5467dc0d	fff80cfa-1a38-4044-b5c3-1236711ab776_wxs_gdc_realn.bam	fe39695a398e126ecde8dab48461a15c	13107587981	validated
ae026e8e-fda4-4e38-9501-110f84aeddd0	40ed6433-4ecb-4ffc-8f44-46e0cd7125ef_wxs_gdc_realn.bam	c277170be47de2bad1175efcd1e5e6eb	16341942632	validated
bf2db0fe-05c0-4702-93a0-0e30ff589304	eb491470-4c0c-4b52-a1ae-d90de0b34ac2_wxs_gdc_realn.bam	0221846f47dd9f701b8db4984c6ac480	28340796522	validated
c8f2c8e6-d604-4eb1-91b6-9bdab10ba805	98e8a060-b5bc-4e51-a8d5-131fc91bb403_wxs_gdc_realn.bam	69ca95e68ee1f4d1fa9e485b075e9667	25495822815	validated
b00688fb-62ea-4992-b712-8321e3292a7b	70175900-945d-48ea-92af-777a1e39c272_wxs_gdc_realn.bam	77e22f7a9b72ee157860d2c40592bd3e	14092768328	validated
b22f7532-e3ff-4ab0-8187-71332c015880	554b9439-7e11-43ec-8bc3-448c59100b9e_wxs_gdc_realn.bam	17b79f26dc702b34420825803a44ed48	21531740550	validated
c9320b57-5f5c-4535-bde7-c7e5cd13aab0	7c68694a-fafa-4b51-8dfb-72eebc7d25c9_wxs_gdc_realn.bam	a9133c2f941cebddc84252facb4da05b	19713489065	validated
aeba2b50-bbb9-4ba6-966c-e2c30485d7b2	6dc66745-8526-4687-a2b3-4b4278a4dc7b_wxs_gdc_realn.bam	80e0e461a9e017ec7e329612b0301a48	23712193710	validated
af3cc960-bc65-4b17-93ba-0f14ff5cab99	89e9c1fe-0665-4372-8752-e257258c5bd1_wxs_gdc_realn.bam	6cf7c707a7f4560677570a732524a78b	14507450380	validated
a67a420b-5713-44ba-a299-73477b34b743	3cb231e6-b767-4ef7-bf0d-04854ea87da4_wxs_gdc_realn.bam	e935d7427ece05190262a803fbac0e3d	35449318877	validated
c4d22341-8406-4ce8-af49-f8b9b3571912	ebf08762-2209-4d07-8393-c994a14c0707_wxs_gdc_realn.bam	afa461f46a3d8292885e2eba1e698a4f	11530800628	validated
c4d72da5-69ac-4717-98e6-6e7ebf918152	39f638c4-12fd-475e-a3d0-ee4d78e5db2d_wxs_gdc_realn.bam	ee8eb857a13481734fdf97acd16a2bdd	10179124609	validated
bfb05bba-0798-4c36-bb42-611595ded6f1	449d63bc-39b9-4f39-b1d8-7dcc4a684884_wxs_gdc_realn.bam	375bd81ba2c7316c28eec84971e1808f	35157698540	validated
c9a9fe3e-0d27-4a38-93d8-7511b8c866c2	3227cc94-60c5-47b9-982c-e01f310ff840_wxs_gdc_realn.bam	9b932331027dc23f97bf2f4bf0d25b8d	31843177742	validated
92945512-3bf4-43c6-8c8c-9bebcf3844c5	2d7693e0-2fe0-4adb-94b7-4c9f93c7b1b1_wxs_gdc_realn.bam	0527971a56e1fa65615b14503aac88fd	12602829517	validated
9c4643e5-c3df-4aa3-a583-68e6b599eafe	445bc350-890a-4eae-8ab0-a761a9a5022e_wxs_gdc_realn.bam	8ea6b101ae105481c1dfb3b48d48b605	15040190061	validated
b23135d3-5859-4053-a2b2-2bd51a463f79	4bae4984-1c7a-4f70-8d94-d4fbc19bf89c_wxs_gdc_realn.bam	928587e8f8404f632dc948a636134da8	15549580817	validated
b0123268-463e-4116-a605-dd8ab54ece21	2acdae75-8634-4873-a3a9-415cac0711da_wxs_gdc_realn.bam	adc016c89568a9aaa258365f701a3044	22217720181	validated
b054104f-8837-47c7-ae7b-b5272c55d393	2a46bea9-1217-4a4e-af75-46af91e351f0_wxs_gdc_realn.bam	9f1f25cb468896d050196a73eb03b7cb	41670590916	validated
bc93d5ec-775a-4008-a20e-a96c8d0aab1d	ca16128d-bf80-487e-aa41-ab38f10485de_wxs_gdc_realn.bam	e88ba5847e793c3256b29dad51085f30	28625527286	validated
b0970a98-5c27-4728-a94f-d25fab9741e8	aaf43383-6a55-49d1-8131-78c18bc1843b_wxs_gdc_realn.bam	a78859a914788c4dfeec478a2c41dfe5	21536826586	validated
c4e004a8-4585-48df-b64a-f0fa707dd5ee	0fb9213c-86b7-40a7-b28c-e407d0ecc0ba_wxs_gdc_realn.bam	5623b57b318cc3d550a38c4fe9612927	26491984222	validated
9469264a-193d-4bba-a354-6d57acee9a7d	d8c5fada-ec4c-4add-ae51-99ccfbcadd61_wxs_gdc_realn.bam	e854c4e2b20d2617661f7f22354ac3d8	35699929054	validated
c534b8a7-6905-4468-b29f-901efb4c08ae	e5b3b101-8b45-4979-87a6-326e47421e11_wxs_gdc_realn.bam	f460c85b16fcc4d36489f025751e281d	13630616545	validated
97206ca3-0942-47b1-8f45-4a3ad4b8112a	e3d663e4-3af7-458a-ab8d-ded90b1f4087_wxs_gdc_realn.bam	7a26afcad7ab65dae29608ca07e48a68	12009697741	validated
d07e8b20-642d-4db2-b106-3e92308bade6	1e594ee1-572c-4fd7-a300-4eb5f4ab9521_wxs_gdc_realn.bam	87ed47fb903c8c9778f904b3a3fb8942	29273239860	validated
939c8b7d-773f-4129-8802-c7c4cb3a7476	132a2cdd-e2df-4a42-b379-e92ce6e1c13d_wxs_gdc_realn.bam	32b094da0117ee891021770acd961d56	21074081649	validated
92b7a4ad-88f0-4e0d-8120-3eb5f6ac897d	b5a85c71-ba20-4b7c-83c4-a232b516a5eb_wxs_gdc_realn.bam	c67350aeab10efad78861716bc33c939	11989922463	validated
b0c765b4-4804-451c-812a-9cf2e86b570f	c6a4af22-1f94-43bf-8e2c-31e52c698de3_wxs_gdc_realn.bam	7449d968872d104827e01d5b3fb62b21	10467662272	validated
b1e52ab6-a9e4-42ee-a25d-ea291525d30f	f5e3091c-27eb-4dc6-a88e-a02bc5f15c96_wxs_gdc_realn.bam	f8ae3621eb6a7b2288d676cfbcfb5eae	26530967772	validated
9a5fb1f6-e97f-4c48-b2d1-abdf6385a2e7	575eadb0-ba2c-40a6-84d0-d6ff419bae14_wxs_gdc_realn.bam	dc2bf3a56dcf132a0b5638159af7bc57	11773717383	validated
c50d19d7-2676-488f-b679-00ba3ef22c5b	5b733242-6c5b-4326-ae84-170fb9817d1e_wxs_gdc_realn.bam	4d4d52f02020ef86c7073811b16f9f19	16188272426	validated
b17299a6-3ed9-400e-ad61-951e4ea8ae27	6915ff9b-f798-4960-bef8-716d0d93c31a_wxs_gdc_realn.bam	717ac68d0cf513dc1863e993b95d245d	33982244983	validated
c053622c-64e4-4911-aecd-e78fa4f7735e	f769c274-5b02-48a9-b87e-93dcd2161ad6_wxs_gdc_realn.bam	d385a6d73cd62fab0abd038a0d2a7cf2	11077923946	validated
9648f216-e2da-407d-84fa-3dd69fdeef47	ca6da1c7-d23f-4038-8216-ca21ee8b5d0e_wxs_gdc_realn.bam	be32c6443a8a2d7cacfdb057fee388bc	17000509101	validated
9a108d4c-daae-4680-9dda-446577604771	29a95c44-e3a6-4b11-8759-652d0846fc62_wxs_gdc_realn.bam	98606239a9ba05e59018eea9ee4c37c8	20472322528	validated
93f27f36-9b04-4360-b4f9-1c148bd34073	5db476db-5f81-4086-b212-b481497d82a2_wxs_gdc_realn.bam	9cc2ae8f027f435787b3ea2318f4ff8d	27441095952	validated
c08d156e-49ff-4372-b9c3-178b7e0dc1ff	7286cf3d-34e0-4c4b-b55d-f9ae8382a71c_wxs_gdc_realn.bam	7653b8940619e286ca8ee6252317c695	27229355638	validated
b20f9461-6efd-4f0a-90b1-9afa13632bce	eabc100b-ee65-445f-b9c0-422b8d383f05_wxs_gdc_realn.bam	5c9846ff5a12dd4c35e0db70ce6d4518	13150711341	validated
949bdec3-ef4a-409c-a8e5-c85d4d22f855	3673714c-81d1-4e41-9f5f-a7f28554388b_wxs_gdc_realn.bam	7877c2d1647e29cdfa814a01b255b393	11425033010	validated
949de0f4-67ed-476c-81e6-8c6088f83ec7	7b70f969-ae1a-4a96-a768-fd86cd32469a_wxs_gdc_realn.bam	d0937b05b4d1ef635593e57b91880cff	35252877409	validated
b20a77d2-1ce0-41b9-8229-89dff50c3dcd	676584d7-7b00-40ca-b74d-3e668baa6fb7_wxs_gdc_realn.bam	4e30234b7cecbc4636079e0f7fce9a2b	27381817448	validated
94c97551-acf5-4f2e-8a36-21775f11a914	d4e59795-8518-487c-814c-ebdbd144dc5f_wxs_gdc_realn.bam	b42d4aa897b87803e815d6da8cfd8fc7	12332934019	validated
95b10b3c-56b9-4e04-8ed9-a2c5839dad48	24df9085-d785-49d1-8ef4-11d7ee04f677_wxs_gdc_realn.bam	7db0412fc482553e21bc1deba1713179	12544053220	validated
988b1d40-ca80-4eb7-b180-a4a0726cc2e7	1c875941-1362-4a44-acbb-ff71d91e94d2_wxs_gdc_realn.bam	d5bb6f7b4bf367b4ecb92c68a136c4ca	19711871269	validated
9592cafc-a00b-48cc-8f16-49d62250de53	3ca9b4db-0c74-418b-95fb-001ad9a41b30_wxs_gdc_realn.bam	2ecd46e043880f50e7c2aad56dc75b87	14293762220	validated
95d2beda-bd22-47b0-a505-de6f2febedf3	710120c8-6c68-4cba-99d3-5aea8c69f468_wxs_gdc_realn.bam	d890319a7354af7c99339dc825e2bf0c	14207462919	validated
c257de24-2329-476f-ad10-446f69171129	b30ec52b-29c0-46dc-bc39-080d3696cbd8_wxs_gdc_realn.bam	5a0c7041cff6697368f2d83d142caabd	14411633080	validated
bb606816-abd3-42d1-99e3-ef3b90ab8431	cb43b625-f358-45e0-9a34-2845d51a94a5_wxs_gdc_realn.bam	33d1baedc92908eb063744aa4a76e685	15823200617	validated
c7dd5dba-52c9-4b8e-9f78-67356cf9f01b	d6702d47-7253-4bcc-bf4d-c006a9d0bf87_wxs_gdc_realn.bam	39aab22ad34543059bef13e12b9d5c89	34927355077	validated
9555767d-6033-4004-9c16-122ffff7f113	914c4b1c-efa2-4782-8fd3-3b71a39d4f95_wxs_gdc_realn.bam	3e39ffe0ec3080d5040e05c278b1391c	17885789062	validated
957733f0-c7a0-416c-afd5-01ca6e86cf67	0068cc74-c84d-4ca2-b1af-c4400c9454f7_wxs_gdc_realn.bam	a8db63f308cc3d31d22475ed34d7946d	33034108760	validated
c11e9eb1-4793-4a12-a3e9-0b5b780b83ab	851870d9-cd58-42d8-9cb4-f785b62aa0bd_wxs_gdc_realn.bam	e31c763677ced8368f60270107e18c04	19766176122	validated
c7c8de09-74a8-458a-aa34-bd513b7f888b	40782819-85b9-4d4b-b8d4-5a2b993292db_wxs_gdc_realn.bam	392809ca5617395afef849f352e20296	28493700168	validated
c5901370-9d1f-41ad-befa-3ab81130efcb	a1e05681-d780-4f87-9b2b-8b33d9723a77_wxs_gdc_realn.bam	8986862b0c6045650219f521e23e138b	16114585016	validated
966bf0e2-d459-4cc9-a83a-027928f1fe62	337931ed-5f03-4a7f-add3-66ed962dca00_wxs_gdc_realn.bam	83682b8746309c19b11e522203964a3e	26056285375	validated
c1697a4e-4238-47c1-adad-c014e45b9a57	f33d331b-e3c9-4fd9-999b-5aa6f7155cb3_wxs_gdc_realn.bam	8f1ae2307bb216ea742e3f7ee48b64d4	13366263956	validated
972bd72c-ca02-4c56-87d5-922d9f64a976	0f4c6d0a-883a-4540-9971-9e1d98ac6474_wxs_gdc_realn.bam	ed6a55c59b31fa7fc1e4d7f1cb41268a	17037102953	validated
c1212bb0-4ab0-49e2-b785-7d5c2a95c610	51cf6fdd-5d58-478c-a967-9f9b5c165751_wxs_gdc_realn.bam	cd2bf5d4f91c7fbffae1596d7c975f97	15612745069	validated
b2879fb1-0a3b-43d7-9531-f52c14fab56a	e24c4d04-f076-47fd-8a9b-f26797478fa9_wxs_gdc_realn.bam	407745966ac63c3808c1dd4274e0bf3b	28964573771	validated
c20c5982-8ecf-412c-8ef6-db8b4ca9533c	c4a98db3-22d2-49e4-a9dd-d0453eb28264_wxs_gdc_realn.bam	36a54a1ec073769c2e79d0aca87c32cd	22567641913	validated
c2d1ba36-7482-4658-be44-ad53a917ac65	3618c668-3142-4a94-aa39-3ef50b7b3e4a_wxs_gdc_realn.bam	60ebb384d5e3a25aa19ffd03e2c548fa	20651374647	validated
9707c7b6-fc40-4dad-a151-4b8ed6020605	833c00d3-815a-48bf-89dc-c0f3af198b61_wxs_gdc_realn.bam	c2c1c16b6cf250c7dcb9b77779a4fd54	14264398282	validated
b3733072-478d-42eb-ad5c-a1c010d71971	213156d2-4aac-4b72-b5ed-ba25d2615faa_wxs_gdc_realn.bam	aabce54906b4b9826e11e37fbdc5e529	16392461868	validated
971564a2-e58d-4bda-8c0c-f3c14d0cc41b	0f8fe087-f15b-4f31-8b3d-8dcce822939e_wxs_gdc_realn.bam	ef56c6e4df48e6296b03527cf4c0f63d	35561866633	validated
974db2a4-7eb3-41bf-a113-bcbb20a35d95	26875010-99ae-4efa-9b9e-f878c533a887_wxs_gdc_realn.bam	d612849490d56a10789aa0c8c8882a23	48431556115	validated
b3310773-c11a-4b01-bc82-58ee1dca306a	dd7ac9af-bbc3-4367-8458-e0f25e72dac5_wxs_gdc_realn.bam	c9335fb36618f0864e7537f6a2414d7a	46072975595	validated
c1001170-b374-446e-8cce-c358f65be194	4615bf3c-45dc-4cc4-8485-80044fac2c0b_wxs_gdc_realn.bam	ee1d06cd2f27e16ac9d1508946bddd02	12586673446	validated
b3a0b6e5-d3d7-40c0-904f-7c8e16fbbb4a	5d26a441-de0f-4e82-9f48-a15806397da7_wxs_gdc_realn.bam	6dbd2907f8093f8ed78284f8043a1a8d	16508115765	validated
b4d5d1ec-ac07-47cb-8c56-59a0e4f03853	b97dc818-535e-40c1-afe9-bdeb8ab117cc_wxs_gdc_realn.bam	1821bd23b2b782749028c1a9192102d3	30588037378	validated
98357d21-25de-4ddc-b8fa-6fac6919161a	dfef5edf-832c-417a-9c73-f56320406f72_wxs_gdc_realn.bam	45aaa5a2e0505c0612e5c46a4a0f7003	12040538780	validated
c625c50d-fb00-40da-a5a0-2df69f6fa886	eb509cf2-f1b5-43d2-a5a3-09ac15708625_wxs_gdc_realn.bam	3987bdc517e0921aad4d99f8ab544d29	15438270900	validated
98899e73-3fd5-4ec1-88e6-a1132ce48bbc	df4811c7-234d-49bd-8ce2-37651174b7a1_wxs_gdc_realn.bam	9a57e98a9512a35238b59b9a93ec34e1	15979863609	validated
995a9d22-18e8-4243-bda7-c33a78362839	f161d1aa-794b-4faa-a60e-4d2b680f4578_wxs_gdc_realn.bam	525c126222c46c888172d48a45b12021	25019967303	validated
baf94172-7db6-44b7-9be4-1652f89bcf16	b415a3a7-898b-4a19-93a8-5b73c804df87_wxs_gdc_realn.bam	da3cc6bc7f71b02d56bfe39da6e265d7	13731039662	validated
996cea88-270f-4257-b58b-7c3deaad4be5	b0a83df8-dd2c-4c1b-b238-9081d2c22258_wxs_gdc_realn.bam	8082e9ee0e5f4d685146696eaa4adefd	18779895240	validated
c15c4ee8-4906-413a-a2fb-0797f6a27b8d	e37d65e5-ff01-4a16-a3ec-a2331fc26943_wxs_gdc_realn.bam	e5d8f3ee480792ab1c4dedab28bbae64	22134623675	validated
c625e681-30c1-4b8c-ae0e-139c67d80207	85cb816c-492f-48b5-8ce1-7b75ad797f7d_wxs_gdc_realn.bam	a7524029f7ed4781c5857fa8820642cf	23707829547	validated
c7f17761-97b8-49eb-8b78-7dae9068c10d	41a456d5-6460-44d5-8edf-3d8dc6257f50_wxs_gdc_realn.bam	4cff1c0bbd38df150ad8d0a7648a78db	11246979579	validated
995e3f37-44fe-4f16-8595-e868320c36cc	b3bbb7db-5831-4cfd-841d-4e9beac6f106_wxs_gdc_realn.bam	e8885195ea72ede745bae54214a7b18f	13171036511	validated
9a22402e-8d27-45ed-8d0c-48639f552c9b	469ef552-cf8b-45c8-b9ff-4e9fc0da730a_wxs_gdc_realn.bam	d52ac4547c046f7e090fa0009d2ea8d6	16079583016	validated
b3e4648e-d349-481d-8678-4852b8ec14ab	afa7bb4e-3189-42f8-84f4-b52cbff3bb67_wxs_gdc_realn.bam	5f4ab78cec5553080b581b1720b4c581	13922108041	validated
9f02ab2e-e60f-46d7-b21f-78f037150f46	0b678d83-651d-40dc-8bfa-90c66a902373_wxs_gdc_realn.bam	dd09b80a1d32ce80ffbe309406623966	13248853840	validated
b3dd1d2a-dfd0-4dca-8c60-edce4501b314	dec734e4-e198-49a5-9366-bf5c02dd45f7_wxs_gdc_realn.bam	96837609b44631a446cf1c1274c8eb76	18561590562	validated
9a4b266c-ee5a-423d-8882-dc9c6e32f016	a5da3c21-d6c4-416d-9a33-9ca1a0688fac_wxs_gdc_realn.bam	450c285788829babd2eafdcbd1ec8f6e	15475810509	validated
b664d42c-3bb1-4389-9077-676bfee0bee5	73decc39-621e-4bc9-a5b0-5d43efdf9ad6_wxs_gdc_realn.bam	aece8c1b6fd587f79ef213b07a90dd24	15181826677	validated
9b5340a9-46bf-4c1a-a3bb-24513196519d	2eca7ba9-fdbd-4208-82a7-64055597230b_wxs_gdc_realn.bam	d5b6082e37b2f798079306c543061e0d	31618384572	validated
c2b8f82b-ff46-4f65-a129-a25868aa061b	f2fadc78-48d0-4161-bd44-86d3331756df_wxs_gdc_realn.bam	54b4567a327bdca5c7e848301b27ae3c	10467285093	validated
9aaed217-0f39-46fb-aeed-9d2164189665	3d1d3497-f9f5-4922-bed9-684d90c3b571_wxs_gdc_realn.bam	2f5faed45e1c8b6f057336cd17a81711	22365277369	validated
9b73f3ca-3bf1-4bd3-911a-0dd5fd52aa7b	09a580fb-19ab-4de6-88d8-8b32e66fdc25_wxs_gdc_realn.bam	5051695a82db2de5aba987c73215fa53	65393561419	validated
9b0faa8e-792c-4300-a37c-c4a3a12a0682	0385961e-ea99-40b2-ad79-6872bc30d8a1_wxs_gdc_realn.bam	77f548c389e79192a2c588453a40c535	19350491762	validated
9d43c704-f997-47ac-8dee-f70651cd776d	92be4e69-e73c-4018-b5f1-5bcbcdd5c845_wxs_gdc_realn.bam	2c90d1eaf350d8c7c8db4ea2c7474363	23857273769	validated
9d355907-c39f-4c23-a828-fc2da18e907d	7eecc242-29d9-497f-b274-83c82990bfe0_wxs_gdc_realn.bam	90f2a42e7dfba3160bec87aaf982e045	13661900715	validated
b6c4dc70-1167-4089-945e-72059d1bdacd	51faeee0-dd8f-4ab8-ae46-d0b1577cc82b_wxs_gdc_realn.bam	7c78bac6af6b0a56c01eb6a5b42cc68d	13105373448	validated
9c3af16f-1e4a-4884-a99b-e0320cf91bb3	c2426a87-15ed-4467-bac6-c3e28bc570bd_wxs_gdc_realn.bam	704c3a478ce7258bc34e6316efa63e8f	12855942117	validated
b6db5fd4-c858-4091-bae8-4f8372b63231	1bb4e936-083b-4018-8687-6c5498858980_wxs_gdc_realn.bam	0c344ae7d522ef4d2cdde54a50ae93ab	13594917383	validated
9bbc2824-fcca-4f27-88bf-436c159cd6dd	c606d9db-c7d1-452c-80a3-801afee73551_wxs_gdc_realn.bam	62260ae39b67d97fa37c2c35eaf5c9a5	13953911454	validated
9e77ae97-54ad-4ade-8f78-61a2426c789c	fbf19a10-36ea-477e-9493-219a0985ef00_wxs_gdc_realn.bam	d818137230b7f8f6ce22cf0c7fc1587c	35297654859	validated
b51a2732-3ace-49d5-95d7-607334c91536	2c7e3d03-6d0a-4ebf-b374-c9bcfffaf6c9_wxs_gdc_realn.bam	ea444789dac677e5b468e55e6d1f076e	13197456451	validated
b5012d97-cef5-4914-a581-337828d51534	5f39d82d-f6ac-4550-a20f-bd3059b79afd_wxs_gdc_realn.bam	2083349d2ecb5a2316e0c6291f4f4edc	14374852187	validated
9d6aeea7-c530-43a1-a7aa-ee4d70c5dc5e	83ba545f-c685-4ff6-a572-cf7ec796f45a_wxs_gdc_realn.bam	56e0bcb849d96823f188dc9ed44ae253	50626488677	validated
c1c73bb7-0788-469a-995d-4e3daebd7baa	bac2cf85-be6d-4d68-91bf-83daab5ea3a6_wxs_gdc_realn.bam	daf00302047119315c5db2453b754b52	37433073318	validated
b5509db9-1676-48c4-bcab-246329cc145a	115bc657-cc38-4e9a-9196-7e2acab6f548_wxs_gdc_realn.bam	1abea2e6336f4dcc67cda4b1985b1ae4	10276024158	validated
b69853bf-5460-48f9-b63f-638cee93d634	7a62dd7b-c3e0-4717-9364-f81791ee5cd5_wxs_gdc_realn.bam	e2876975b8dd88db65b9dea866753583	18687714147	validated
c2d3906f-c6da-4adf-9cd1-049c2df5865e	980f8fbb-2c31-45c3-b7be-61a695b82bc3_wxs_gdc_realn.bam	90e4cf7951257c876168f06d446d430c	30994178570	validated
b5f5757d-5f30-4e78-b45d-9228de1d805a	47fc53f0-b84b-4912-91d4-be07e70e1550_wxs_gdc_realn.bam	0e9066ff71206ce91300d804276644e3	12296632357	validated
9927b5a3-842b-408f-b5ba-5ecfee2820b6	cd6e4ac7-a4a1-4799-a63b-a03d143c2d67_wxs_gdc_realn.bam	059c131663d939fbe9e180e20ff993d0	17554016880	validated
9cdea380-66f5-4d65-97ea-857bfa3e076a	1fd8ed18-4f3f-4e33-b420-f89e024c7e03_wxs_gdc_realn.bam	5007f584ced3e4f83ca68af1f9696f7f	10392844105	validated
b57f40cf-c6df-4d7c-8683-f1076651b217	a9cd1596-89b6-46fd-9864-8a62f47d1f8b_wxs_gdc_realn.bam	e33f4d2e49badc61741762421dccc56d	31844821010	validated
9d3ac5cb-f6b4-4412-9fcd-6cb1c9a2f1a3	40123dc6-8f3a-48de-9a5a-61196884ecb5_wxs_gdc_realn.bam	797688dfbebe35df26d59c92360e59e9	37825989055	validated
c650eda0-9cf5-43de-84ef-516ecb652179	b7f68d14-4673-4879-8456-acf101b7bf4a_wxs_gdc_realn.bam	bc47be802893549ee92e9eabfd753542	31129224178	validated
c1cd349d-1305-4e06-a8bd-cba1a618dee4	a90f8d20-4d17-4084-ad0f-5dc5042ca695_wxs_gdc_realn.bam	63a9b4a04bf903813695499da1d3261a	36949683455	validated
9db411f8-2706-430a-a989-63317238898d	f306ad14-2966-4347-809e-df1cecaeb634_wxs_gdc_realn.bam	79126e834b763900637c512fc2839d93	31453061746	validated
c26da17c-925b-4e1b-849a-e2e981177eae	264b7ffe-e4ed-421b-9f2c-da996a63f32a_wxs_gdc_realn.bam	91ee6ea59cea52248a8058c6a1e1ffc7	13097253116	validated
